"Test Case ID","Screen Name","Test Scenario","Category","Preconditions","Automation Steps","Browser Logs","Status","Duration (ms)"
"SEL_SCR29_TC282","SocialChatScreen","Selenium E2E: Verify layout adapts to different mobile resolutions on SocialChatScreen","Mobile Responsiveness","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /socialchatscreen. 3. Execute check for UI_Responsiveness. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /socialchatscreen. Action: Verify layout adapts to different mobile resolutions. Elements verified.","Passed","259"
"SEL_SCR29_TC283","SocialChatScreen","Selenium E2E: Verify screen transitions and routing stack load successfully on SocialChatScreen","Navigation","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /socialchatscreen. 3. Execute check for Nav_Load. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /socialchatscreen. Action: Verify screen transitions and routing stack load successfully. Elements verified.","Passed","165"
"SEL_SCR29_TC284","SocialChatScreen","Selenium E2E: Verify primary button and actions execute successfully on SocialChatScreen","Positive Functional","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /socialchatscreen. 3. Execute check for Func_Primary. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /socialchatscreen. Action: Verify primary button and actions execute successfully. Elements verified.","Passed","407"
"SEL_SCR29_TC285","SocialChatScreen","Selenium E2E: Verify warning alerts on form submissions with blank inputs on SocialChatScreen","Form Validation","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /socialchatscreen. 3. Execute check for Func_Empty. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /socialchatscreen. Action: Verify warning alerts on form submissions with blank inputs. Elements verified.","Passed","181"
"SEL_SCR29_TC286","SocialChatScreen","Selenium E2E: Verify system rejects incorrect input formats on SocialChatScreen","Negative Functional","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /socialchatscreen. 3. Execute check for Func_Invalid. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /socialchatscreen. Action: Verify system rejects incorrect input formats. Elements verified.","Passed","327"
"SEL_SCR29_TC287","SocialChatScreen","Selenium E2E: Verify input field limits and overflow boundaries on SocialChatScreen","Edge Case","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /socialchatscreen. 3. Execute check for Func_Edge. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /socialchatscreen. Action: Verify input field limits and overflow boundaries. Elements verified.","Passed","470"
"SEL_SCR29_TC288","SocialChatScreen","Selenium E2E: Verify screen offline indicator state during outages on SocialChatScreen","Error Handling","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /socialchatscreen. 3. Execute check for Func_Offline. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /socialchatscreen. Action: Verify screen offline indicator state during outages. Elements verified.","Passed","103"
"SEL_SCR29_TC289","SocialChatScreen","Selenium E2E: Verify screen reader content description labels on SocialChatScreen","Accessibility","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /socialchatscreen. 3. Execute check for Accessibility_Labels. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /socialchatscreen. Action: Verify screen reader content description labels. Elements verified.","Passed","281"
"SEL_SCR29_TC290","SocialChatScreen","Selenium E2E: Verify page back-button cache retention on SocialChatScreen","Session State","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /socialchatscreen. 3. Execute check for State_Cache. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /socialchatscreen. Action: Verify page back-button cache retention. Elements verified.","Passed","422"
"SEL_SCR30_TC291","TicketRefundScreen","Selenium E2E: Verify header and visual elements display correctly on TicketRefundScreen","UI Layout","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /ticketrefundscreen. 3. Execute check for UI_Header. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /ticketrefundscreen. Action: Verify header and visual elements display correctly. Elements verified.","Passed","166"
"SEL_SCR30_TC292","TicketRefundScreen","Selenium E2E: Verify layout adapts to different mobile resolutions on TicketRefundScreen","Mobile Responsiveness","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /ticketrefundscreen. 3. Execute check for UI_Responsiveness. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /ticketrefundscreen. Action: Verify layout adapts to different mobile resolutions. Elements verified.","Passed","373"
"SEL_SCR30_TC293","TicketRefundScreen","Selenium E2E: Verify screen transitions and routing stack load successfully on TicketRefundScreen","Navigation","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /ticketrefundscreen. 3. Execute check for Nav_Load. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /ticketrefundscreen. Action: Verify screen transitions and routing stack load successfully. Elements verified.","Passed","195"
"SEL_SCR30_TC294","TicketRefundScreen","Selenium E2E: Verify primary button and actions execute successfully on TicketRefundScreen","Positive Functional","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /ticketrefundscreen. 3. Execute check for Func_Primary. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /ticketrefundscreen. Action: Verify primary button and actions execute successfully. Elements verified.","Passed","428"
"SEL_SCR30_TC295","TicketRefundScreen","Selenium E2E: Verify warning alerts on form submissions with blank inputs on TicketRefundScreen","Form Validation","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /ticketrefundscreen. 3. Execute check for Func_Empty. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /ticketrefundscreen. Action: Verify warning alerts on form submissions with blank inputs. Elements verified.","Passed","269"
"SEL_SCR30_TC296","TicketRefundScreen","Selenium E2E: Verify system rejects incorrect input formats on TicketRefundScreen","Negative Functional","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /ticketrefundscreen. 3. Execute check for Func_Invalid. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /ticketrefundscreen. Action: Verify system rejects incorrect input formats. Elements verified.","Passed","253"
"SEL_SCR30_TC297","TicketRefundScreen","Selenium E2E: Verify input field limits and overflow boundaries on TicketRefundScreen","Edge Case","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /ticketrefundscreen. 3. Execute check for Func_Edge. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /ticketrefundscreen. Action: Verify input field limits and overflow boundaries. Elements verified.","Passed","321"
"SEL_SCR30_TC298","TicketRefundScreen","Selenium E2E: Verify screen offline indicator state during outages on TicketRefundScreen","Error Handling","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /ticketrefundscreen. 3. Execute check for Func_Offline. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /ticketrefundscreen. Action: Verify screen offline indicator state during outages. Elements verified.","Passed","267"
"SEL_SCR30_TC299","TicketRefundScreen","Selenium E2E: Verify screen reader content description labels on TicketRefundScreen","Accessibility","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /ticketrefundscreen. 3. Execute check for Accessibility_Labels. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /ticketrefundscreen. Action: Verify screen reader content description labels. Elements verified.","Passed","388"
"SEL_SCR30_TC300","TicketRefundScreen","Selenium E2E: Verify page back-button cache retention on TicketRefundScreen","Session State","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /ticketrefundscreen. 3. Execute check for State_Cache. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /ticketrefundscreen. Action: Verify page back-button cache retention. Elements verified.","Passed","299"
